Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Item Number,Quantity,Description,Price,Discount,Total,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Order,Received,Billed,Location ID,Card ID,Record ID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4343,16/08/2024,1010706244,,P,WC005,2,Packaging- Bubble Wrap,$24.89,0%,$49.78,,,Purchase; Office Works,,GST,$4.98,$0.00,GST,$0.00,B,,,5,1,30,0,$54.76,,,1,2,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4350,16/08/2024,9.35142E+15,,P,WC005,1,Packaging- Bubble Wrap,$10.25,0%,$10.25,,,Purchase; Office Works,,GST,$1.03,$0.00,GST,$0.00,B,,,5,1,30,0,$11.28,,,1,1,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark Rubber,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4354,22/08/2024,76947,,P,GA019,60,Conditioning Board Feet,$1.856833,0%,$111.41,,,Purchase; Clark Rubber,,GST,$11.14,$0.00,GST,$0.00,B,,,5,1,30,0,$122.55,,,43,60,Location1,*None,3517
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectra Automotive Paints,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4368,27/08/2024,,,P,TC005,25,Verif -P400 Paper(Pack of 10),$6.3636,0%,$159.09,,,Purchase; Spectra Automotive Paints,,GST,$15.91,$25,GST,$2.5,B,,,5,1,30,0,$202.5,,,78,25,Location1,*None,6757
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS Components Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4369,27/08/2024,,,P,TC006,50,Verif- 3M Pink Lap Film (P 10 ,$31.332,0%,"$1,566.6",,,Purchase; RS Components Pty Ltd,,GST,$156.66,$0.00,GST,$0.00,B,,,5,1,30,0,"$1,723.26",,,138,50,Location1,*None,3881
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4375,28/08/2024,INV-12022,,P,P009,20,Sticker- Wet Floor Sign,$13.54,0%,$270.8,,,Purchase; Tork Signs,,GST,$27.08,$0.00,GST,$0.00,B,,,5,1,30,0,$297.88,,,8,20,Location1,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal White ,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4373,29/08/2024,,,P,GA025,12,Blue Mop Head,$17.0225,0%,$204.27,,,Purchase; Crystal White,,GST,$20.43,$0.00,GST,$0.00,B,,,5,1,30,0,$224.7,,,11,12,Location1,*None,6371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4380,29/08/2024,8164/09505579,,P,WC014,120,Microfibre Clean Cloth- Multic,$.454583,0%,$54.55,,,Purchase; Bunnings Warehouse,,GST,$5.45,$0.00,GST,$0.00,B,,,5,1,30,0,$154.1,,,400,120,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4380,29/08/2024,8164/09505579,,P,GA022,10,Wet Floor Sign,$8.554,0%,$85.54,,,Purchase; Bunnings Warehouse,,GST,$8.56,$0.00,GST,$0.00,B,,,5,1,30,0,$154.1,,,5,10,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaconda Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4391,30/08/2024,7.04902E+11,,P,GA027,5,Testing Tool,$18.172,0%,$90.86,,,Purchase; Anaconda Group Pty Ltd,,GST,$9.09,$0.00,GST,$0.00,B,,,5,1,30,0,$99.95,,,4,5,Location1,*None,3522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4392,30/08/2024,,,P,WC001,2,Superglue- Powerflex Gel Contr,$9.065,0%,$18.13,,,Purchase; Bunnings Warehouse,,GST,$1.81,$0.00,GST,$0.00,B,,,5,1,30,0,$77.94,,,11,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4392,30/08/2024,,,P,WC002,4,Packaging- Scotch Tape,$4.09,0%,$16.36,,,Purchase; Bunnings Warehouse,,GST,$1.64,$0.00,GST,$0.00,B,,,5,1,30,0,$77.94,,,3,4,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4392,30/08/2024,,,P,GA026,10,Spray Bottle,$3.636,0%,$36.36,,,Purchase; Bunnings Warehouse,,GST,$3.64,$0.00,GST,$0.00,B,,,5,1,30,0,$77.94,,,6,10,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archive Boxes Australia,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4393,30/08/2024,9573,,P,WC026,10,Administration Archive Box,$12.682,0%,$126.82,,,Purchase; Archive Boxes Australia,,GST,$12.68,$19.95,GST,$2,B,,,5,1,30,0,$161.45,,,14,10,Location1,*None,5843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4396,02/09/2024,1010950582,,P,GA002,10,Clipboard -Wet,$4.991,0%,$49.91,,,Purchase; Office Works,,GST,$4.99,$0.00,GST,$0.00,B,,,5,1,30,0,$54.9,,,6,10,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4428,25/09/2024,PF19551,,P,TC001,40,Slider 96 (4S) Rubber Sliders,$89.21,0%,"$3,568.4",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$59.83,N-T,$0.00,B,,,5,1,30,0,"$3,985.07",,,989,40,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4428,25/09/2024,PF19551,,P,TC002,4,Slider 55 (TRL) Rubber Slider,$89.21,0%,$356.84,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$59.83,N-T,$0.00,B,,,5,1,30,0,"$3,985.07",,,397,4,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Tools,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4457,02/10/2024,122863,,P,GA023,2,Digital Site Level,$159.09,0%,$318.18,,,Purchase; Total Tools,,GST,$31.82,$0.00,GST,$0.00,B,,,5,1,30,0,$350,,,3,2,Location1,*None,3635
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4458,02/10/2024,14755,,P,WC010,10,Pack-S Padded Satchel125x160mm,$1.182,0%,$11.82,,,Purchase; Australia Post,,GST,$1.18,$0.00,GST,$0.00,B,,,5,1,30,0,$13,,,21,10,Location1,*None,3854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4459,02/10/2024,096-30722-8164-2024-,,P,GA020,3,Flat Bed Trolley,$44.363333,0%,$133.09,,,Purchase; Bunnings Warehouse,,GST,$13.31,$0.00,GST,$0.00,B,,,5,1,30,0,$315.12,,,3,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4459,02/10/2024,096-30722-8164-2024-,,P,WC014,120,Microfibre Clean Cloth- Multic,$.454583,0%,$54.55,,,Purchase; Bunnings Warehouse,,GST,$5.45,$0.00,GST,$0.00,B,,,5,1,30,0,$315.12,,,400,120,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4459,02/10/2024,096-30722-8164-2024-,,P,GA008,18,Trolly Base Cups - Large,$3.127222,0%,$56.29,,,Purchase; Bunnings Warehouse,,GST,$5.63,$0.00,GST,$0.00,B,,,5,1,30,0,$315.12,,,12,18,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4459,02/10/2024,096-30722-8164-2024-,,P,GA007,18,Trolly Base Cups-Small,$2.363333,0%,$42.54,,,Purchase; Bunnings Warehouse,,GST,$4.26,$0.00,GST,$0.00,B,,,5,1,30,0,$315.12,,,12,18,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4451,03/10/2024,PF19583,,P,TC001,36,Slider 96 (4S) Rubber Sliders,$88.34,0%,"$3,180.24",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$59.03,N-T,$0.00,B,,,5,1,30,0,"$3,415.95",,,989,36,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4451,03/10/2024,PF19583,,P,TC002,2,Slider 55 (TRL) Rubber Slider,$88.34,0%,$176.68,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$59.03,N-T,$0.00,B,,,5,1,30,0,"$3,415.95",,,397,2,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4472,10/10/2024,FRA/24/10/0483,,A,WL001,1,WammaLab Pendulum,"$6,107.49",0%,"$6,107.49",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,514.99",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4472,10/10/2024,FRA/24/10/0483,,A,WL049,1,WammaLab Pendulum Sample Holde,$580.717647,15%,$493.61,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,514.99",,,6,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4472,10/10/2024,FRA/24/10/0483,,A,TC009,3,Verif-WL Float Glass,$37.329412,15%,$95.19,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,514.99",,,8,3,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4472,10/10/2024,FRA/24/10/0483,,A,TC010,2,Verif WL Pavigress Tile,$331.841176,15%,$564.13,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,514.99",,,14,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4472,10/10/2024,FRA/24/10/0483,,A,WL014,2,WammaLab Pendulum Fixing Block,$102.2,15%,$173.74,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,514.99",,,3,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4472,10/10/2024,FRA/24/10/0483,,A,WL008,3,WammaLab Levelling Feet Knob,$7.4,15%,$18.87,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,514.99",,,20,3,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4472,10/10/2024,FRA/24/10/0483,,A,WL010,3,WammaLab Level Feet Base V2,$12.278431,15%,$31.31,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,514.99",,,34,3,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4472,10/10/2024,FRA/24/10/0483,,A,WL061,3,WammaLab Pendulum Leg Fix Knob,$3.709804,15%,$9.46,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,514.99",,,21,3,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4472,10/10/2024,FRA/24/10/0483,,A,WL009,2,WammaLab Pendu level Feet Base,$5.458824,15%,$9.28,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,514.99",,,12,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4472,10/10/2024,FRA/24/10/0483,,A,WL013,3,WammaLab Lvl Feet Lock Nut,$4.670588,15%,$11.91,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,514.99",,,16,3,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4468,11/10/2024,INV-12054,,P,P006,120,Sticker-Instr Calib (Small),$.208333,0%,$25,,,Purchase; Tork Signs,,GST,$2.5,$0.00,GST,$0.00,B,,,5,1,30,0,$372.81,,,384,120,Location1,*None,2810
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4468,11/10/2024,INV-12054,,P,P010,6,Sticker - Trolley Box,$25.24,0%,$151.44,,,Purchase; Tork Signs,,GST,$15.14,$0.00,GST,$0.00,B,,,5,1,30,0,$372.81,,,7,6,Location1,*None,2810
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4468,11/10/2024,INV-12054,,P,P009,12,Sticker- Wet Floor Sign,$13.54,0%,$162.48,,,Purchase; Tork Signs,,GST,$16.25,$0.00,GST,$0.00,B,,,5,1,30,0,$372.81,,,8,12,Location1,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4554,16/10/2024,PF19621,,P,TC001,24,Slider 96 (4S) Rubber Sliders,$88.01,0%,"$2,112.24",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$59.25,N-T,$0.00,B,,,5,1,30,0,"$2,787.56",,,989,24,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4554,16/10/2024,PF19621,,P,TC002,7,Slider 55 (TRL) Rubber Slider,$88.01,0%,$616.07,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$59.25,N-T,$0.00,B,,,5,1,30,0,"$2,787.56",,,397,7,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4485,18/10/2024,370056,,P,WC021,3,WD10-275G,$9.073333,0%,$27.22,,,Purchase; Bunnings Warehouse,,GST,$2.72,$0.00,GST,$0.00,B,,,5,1,30,0,$29.94,,,6,3,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4503,30/10/2024,,,P,GA020,2,Flat Bed Trolley,$44.365,0%,$88.73,,,Purchase; Bunnings Warehouse,,GST,$8.87,$0.00,GST,$0.00,B,,,5,1,30,0,$250.65,,,3,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4503,30/10/2024,,,P,F041,25,Gen Anc Troll Cup Bolt M8x40mm,$.5404,0%,$13.51,,,Purchase; Bunnings Warehouse,,GST,$1.35,$0.00,GST,$0.00,B,,,5,1,30,0,$250.65,,,27,25,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4503,30/10/2024,,,P,WC014,80,Microfibre Clean Cloth- Multic,$.4545,0%,$36.36,,,Purchase; Bunnings Warehouse,,GST,$3.64,$0.00,GST,$0.00,B,,,5,1,30,0,$250.65,,,400,80,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4503,30/10/2024,,,P,WC001,4,Superglue- Powerflex Gel Contr,$9.0625,0%,$36.25,,,Purchase; Bunnings Warehouse,,GST,$3.63,$0.00,GST,$0.00,B,,,5,1,30,0,$250.65,,,11,4,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4503,30/10/2024,,,P,GA022,2,Wet Floor Sign,$9,0%,$18,,,Purchase; Bunnings Warehouse,,GST,$1.8,$0.00,GST,$0.00,B,,,5,1,30,0,$250.65,,,5,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4503,30/10/2024,,,P,GA026,6,Spray Bottle,$4.528333,0%,$27.17,,,Purchase; Bunnings Warehouse,,GST,$2.71,$0.00,GST,$0.00,B,,,5,1,30,0,$250.65,,,6,6,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4503,30/10/2024,,,P,F043,22,Gen Anc Troll Cup Washer M8,$.179545,0%,$3.95,,,Purchase; Bunnings Warehouse,,GST,$.4,$0.00,GST,$0.00,B,,,5,1,30,0,$250.65,,,49,22,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4503,30/10/2024,,,P,F042,10,Gen Anc Troll Cup Nut M8,$.389,0%,$3.89,,,Purchase; Bunnings Warehouse,,GST,$.39,$0.00,GST,$0.00,B,,,5,1,30,0,$250.65,,,11,10,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4524,11/11/2024,FRA/24/10/0512,,A,WL001,1,WammaLab Pendulum,"$6,650.26",0%,"$6,650.26",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,650.26",,,46,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4538,20/11/2024,,,P,WC004,1,Packaging- Cardboard Roll,$22.68,0%,$22.68,,,Purchase; Bunnings Warehouse,,GST,$2.27,$0.00,GST,$0.00,B,,,5,1,30,0,$24.95,,,1,1,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4556,29/11/2024,PF19678,,P,TC001,46,Slider 96 (4S) Rubber Sliders,$89.59,0%,"$4,121.14",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$70.33,N-T,$0.00,B,,,5,1,30,0,"$4,549.83",,,989,46,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4556,29/11/2024,PF19678,,P,TC002,4,Slider 55 (TRL) Rubber Slider,$89.59,0%,$358.36,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$70.33,N-T,$0.00,B,,,5,1,30,0,"$4,549.83",,,397,4,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4557,29/11/2024,,,P,WC014,100,Microfibre Clean Cloth- Multic,$.4545,0%,$45.45,,,Purchase; Bunnings Warehouse,,GST,$4.55,$0.00,GST,$0.00,B,,,5,1,30,0,$103.25,,,400,100,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4557,29/11/2024,,,P,GA022,3,Wet Floor Sign,$9,0%,$27,,,Purchase; Bunnings Warehouse,,GST,$2.7,$0.00,GST,$0.00,B,,,5,1,30,0,$103.25,,,5,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4557,29/11/2024,,,P,WC021,3,WD10-275G,$7.136667,0%,$21.41,,,Purchase; Bunnings Warehouse,,GST,$2.14,$0.00,GST,$0.00,B,,,5,1,30,0,$103.25,,,6,3,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4578,05/12/2024,FRA/24/11/0549,,A,WL001,1,WammaLab Pendulum,"$6,171.99",0%,"$6,171.99",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,523.24",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4578,05/12/2024,FRA/24/11/0549,,A,WL014,2,WammaLab Pendulum Fixing Block,$206.617647,15%,$351.25,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,523.24",,,3,2,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaconda Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4614,11/12/2024,7.04902E+11,,P,GA027,6,Testing Tool,$22.718333,0%,$136.31,,,Purchase; Anaconda Group Pty Ltd,,GST,$13.63,$0.00,GST,$0.00,B,,,5,1,30,0,$149.94,,,4,6,Location1,*None,3522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4611,24/12/2024,PF19722,,P,TC001,10,Slider 96 (4S) Rubber Sliders,$89.16,0%,$891.6,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$69.78,N-T,$0.00,B,,,5,1,30,0,$961.38,,,989,10,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4615,30/12/2024,34326,,P,WC012,5,Pack-L Padded Satchel265x380mm,$2,0%,$10,,,Purchase; Australia Post,,GST,$1,$0.00,GST,$0.00,B,,,5,1,30,0,$24,,,10,5,Location1,*None,3854
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4615,30/12/2024,34326,,P,WC010,10,Pack-S Padded Satchel125x160mm,$1.182,0%,$11.82,,,Purchase; Australia Post,,GST,$1.18,$0.00,GST,$0.00,B,,,5,1,30,0,$24,,,21,10,Location1,*None,3854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4616,31/12/2024,,,P,GA020,3,Flat Bed Trolley,$48.616667,0%,$145.85,,,Purchase; Bunnings Warehouse,,GST,$14.59,$0.00,GST,$0.00,B,,,5,1,30,0,$363.4,,,3,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4616,31/12/2024,,,P,WC024,2,Spray Glue,$27.15,0%,$54.3,,,Purchase; Bunnings Warehouse,,GST,$5.42,$0.00,GST,$0.00,B,,,5,1,30,0,$363.4,,,2,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4616,31/12/2024,,,P,WC014,100,Microfibre Clean Cloth- Multic,$.4545,0%,$45.45,,,Purchase; Bunnings Warehouse,,GST,$4.55,$0.00,GST,$0.00,B,,,5,1,30,0,$363.4,,,400,100,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4616,31/12/2024,,,P,WC001,5,Superglue- Powerflex Gel Contr,$9.064,0%,$45.32,,,Purchase; Bunnings Warehouse,,GST,$4.53,$0.00,GST,$0.00,B,,,5,1,30,0,$363.4,,,11,5,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4616,31/12/2024,,,P,GA008,6,Trolly Base Cups - Large,$3.126667,0%,$18.76,,,Purchase; Bunnings Warehouse,,GST,$1.88,$0.00,GST,$0.00,B,,,5,1,30,0,$363.4,,,12,6,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4616,31/12/2024,,,P,GA007,7,Trolly Base Cups-Small,$2.272857,0%,$15.91,,,Purchase; Bunnings Warehouse,,GST,$1.59,$0.00,GST,$0.00,B,,,5,1,30,0,$363.4,,,12,7,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,4616,31/12/2024,,,P,GA004,3,Doorstop,$1.59,0%,$4.77,,,Purchase; Bunnings Warehouse,,GST,$.48,$0.00,GST,$0.00,B,,,5,1,30,0,$363.4,,,5,3,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
