Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Item Number,Quantity,Description,Price,Discount,Total,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Order,Received,Billed,Location ID,Card ID,Record ID
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2459,22/11/2021,,,P,ZZZ419,1,Packaging - Bubble Wrap,$19.55,0%,$19.55,,,Purchase; Bunnings Warehouse,,GST,$1.95,$0.00,GST,$0.00,B,,,5,1,30,0,$21.5,,,0,1,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munro Instruments Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2485,22/11/2021,5313,,P,ZZZ00001,1,Munro Pendulum (Analogue),"$8,760.65",0%,"$8,760.65",,,Purchase; Munro Instruments Limited,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,"$8,760.65",,,6,1,Location1,*None,3473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QM Systems Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2523,23/11/2021,10216,,P,ZZZ208,4,Tortus Foot M4 Ballspring Plun,$76.041176,15%,$258.54,,,Purchase; Wessex Precision Instruments Limited,,N-T,$0.00,$0.00,FRE,$0.00,B,,,5,1,30,0,$290.86,,,-8,4,Location1,Wessex,2088
QM Systems Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2523,23/11/2021,10216,,P,ZZZ234,1,Tortus 2 Case Fasteners,$38.023529,15%,$32.32,,,Purchase; Wessex Precision Instruments Limited,,N-T,$0.00,$0.00,FRE,$0.00,B,,,5,1,30,0,$290.86,,,-12,1,Location1,Wessex,2088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2465,24/11/2021,,,P,ZZZ306,6,Spray Bottle,$3.191667,0%,$19.15,,,Purchase; Bunnings Warehouse,,GST,$1.91,$0.00,GST,$0.00,B,,,5,1,30,0,$84.38,,,-8,6,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2465,24/11/2021,,,P,ZZZ308,2,Doorstop,$1.505,0%,$3.01,,,Purchase; Bunnings Warehouse,,GST,$.31,$0.00,GST,$0.00,B,,,5,1,30,0,$84.38,,,-4,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2465,24/11/2021,,,P,ZZZ317,30,Calibration Microfibre Cloth,$.454667,0%,$13.64,,,Purchase; Bunnings Warehouse,,GST,$1.36,$0.00,GST,$0.00,B,,,5,1,30,0,$84.38,,,-4,30,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2465,24/11/2021,,,P,ZZZ417,90,Microfibre Cleaning Cloths,$.454556,0%,$40.91,,,Purchase; Bunnings Warehouse,,GST,$4.09,$0.00,GST,$0.00,B,,,5,1,30,0,$84.38,,,0,90,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2471,25/11/2021,,,P,ZZZ419,3,Packaging - Bubble Wrap,$23.636667,0%,$70.91,,,Purchase; Office Works,,GST,$7.09,$0.00,GST,$0.00,B,,,5,1,30,0,$78,,,0,3,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2477,25/11/2021,,,P,ZZZ317,10,Calibration Microfibre Cloth,$.455,0%,$4.55,,,Purchase; Bunnings Warehouse,,GST,$.45,$0.00,GST,$0.00,B,,,5,1,30,0,$20,,,-4,10,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2477,25/11/2021,,,P,ZZZ417,30,Microfibre Cleaning Cloths,$.454333,0%,$13.63,,,Purchase; Bunnings Warehouse,,GST,$1.37,$0.00,GST,$0.00,B,,,5,1,30,0,$20,,,0,30,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2470,29/11/2021,3139,,A,ZZZ0001,2,WanmaLab Pendulum,"$5,934.12",0%,"$11,868.24",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$11,868.24",,,49,2,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2483,01/12/2021,,,P,ZZZ344,2,Stainless Steel Ruler 15cm,$2.71,0%,$5.42,,,Purchase; Office Works,,GST,$.54,$0.00,GST,$0.00,B,,,5,1,30,0,$19.46,,,0,2,Location1,*None,3520
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2483,01/12/2021,,,P,ZZZ302,3,Clipboard A4 (Wet),$4.09,0%,$12.27,,,Purchase; Office Works,,GST,$1.23,$0.00,GST,$0.00,B,,,5,1,30,0,$19.46,,,-7,3,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2506,13/12/2021,INV-11032,,P,ZZZ505,20,Sticker - Wet Floor Sign,$12.31,0%,$246.2,,,Purchase; Tork Signs,,GST,$24.62,$15,GST,$1.5,B,,,5,1,30,0,$745.8,,,20,20,Location1,*None,2810
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2506,13/12/2021,INV-11032,,P,ZZZ506,20,Sticker - Trolley Box,$20.84,0%,$416.8,,,Purchase; Tork Signs,,GST,$41.68,$15,GST,$1.5,B,,,5,1,30,0,$745.8,,,-5,20,Location1,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2539,24/12/2021,3178,,A,ZZZ0001,1,WanmaLab Pendulum,"$5,936.04",0%,"$5,936.04",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$5,936.04",,,49,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2540,26/12/2021,8164/00167498,,P,ZZZ319,1,Flat Bed Trolley,$42.32,0%,$42.32,,,Purchase; Bunnings Warehouse,,GST,$4.23,$0.00,GST,$0.00,B,,,5,1,30,0,$179.11,,,-3,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2540,26/12/2021,8164/00167498,,P,ZZZ319,1,Flat Bed Trolley,$42.32,0%,$42.32,,,Purchase; Bunnings Warehouse,,GST,$4.23,$0.00,GST,$0.00,B,,,5,1,30,0,$179.11,,,-3,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2540,26/12/2021,8164/00167498,,P,ZZZ315,3,Traffic Cone,$11.663333,0%,$34.99,,,Purchase; Bunnings Warehouse,,GST,$3.5,$0.00,GST,$0.00,B,,,5,1,30,0,$179.11,,,-3,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2540,26/12/2021,8164/00167498,,P,ZZZ313,4,Wet Floor Sign,$10.8,0%,$43.2,,,Purchase; Bunnings Warehouse,,GST,$4.32,$0.00,GST,$0.00,B,,,5,1,30,0,$179.11,,,-1,4,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2562,17/01/2022,IND031,,P,ZZZ2001,30,4S (96) Rubber Slider,$66.26,0%,"$1,987.8",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$48.9,N-T,$0.00,B,,,5,1,30,0,"$3,030.6",,,532,30,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2562,17/01/2022,IND031,,P,ZZZ2002,15,TRL (55) Rubber Slider,$66.26,0%,$993.9,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$48.9,N-T,$0.00,B,,,5,1,30,0,"$3,030.6",,,234,15,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2566,18/01/2022,3198,,A,ZZZ0001,1,WanmaLab Pendulum,"$5,999",0%,"$5,999",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$9,N-T,$0.00,B,,,5,1,30,0,"$7,348.5",,,49,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2566,18/01/2022,3198,,A,ZZZ2004,4,TRS Float Glass,$26.929412,15%,$91.56,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$9,N-T,$0.00,B,,,5,1,30,0,"$7,348.5",,,-1,4,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2566,18/01/2022,3198,,A,ZZZ2005,2,Pavigres Tile,$163.329412,15%,$277.66,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$9,N-T,$0.00,B,,,5,1,30,0,"$7,348.5",,,3,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2566,18/01/2022,3198,,A,ZZZ191,2,Sample Holder in Aluminium,$571.341176,15%,$971.28,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$9,N-T,$0.00,B,,,5,1,30,0,"$7,348.5",,,0,2,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2588,31/01/2022,,,P,ZZZ302,2,Clipboard A4 (Wet),$4.09,0%,$8.18,,,Purchase; Office Works,,GST,$.82,$0.00,GST,$0.00,B,,,5,1,30,0,$9,,,-7,2,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaconda Group Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2606,07/02/2022,72734260,,P,ZZZ305,6,Testing Stool,$10.9,0%,$65.4,,,Purchase; Anaconda,,GST,$6.54,$10.9,GST,$1.09,B,,,5,1,30,0,$83.93,,,-5,6,Location1,*None,3522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2616,09/02/2022,,,P,ZZZ319,2,Flat Bed Trolley,$44.545,0%,$89.09,,,Purchase; Bunnings Warehouse,,GST,$8.91,$0.00,GST,$0.00,B,,,5,1,30,0,$169.5,,,-3,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2616,09/02/2022,,,P,ZZZ407,3,Super Glue - Powerflex Gel,$3.02,0%,$9.06,,,Purchase; Bunnings Warehouse,,GST,$.91,$0.00,GST,$0.00,B,,,5,1,30,0,$169.5,,,0,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2616,09/02/2022,,,P,ZZZ341,1,Safety - Hard Hat,$9.05,0%,$9.05,,,Purchase; Bunnings Warehouse,,GST,$.9,$0.00,GST,$0.00,B,,,5,1,30,0,$169.5,,,-50,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2616,09/02/2022,,,P,ZZZ313,2,Wet Floor Sign,$8.59,0%,$17.18,,,Purchase; Bunnings Warehouse,,GST,$1.72,$0.00,GST,$0.00,B,,,5,1,30,0,$169.5,,,-1,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2616,09/02/2022,,,P,ZZZ411,4,Packaging - Scotch Tape,$5.9,0%,$23.6,,,Purchase; Bunnings Warehouse,,GST,$2.36,$0.00,GST,$0.00,B,,,5,1,30,0,$169.5,,,0,4,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2616,09/02/2022,,,P,ZZZ308,3,Doorstop,$1.05,0%,$3.16,,,Purchase; Bunnings Warehouse,,GST,$.31,$0.00,GST,$0.00,B,,,5,1,30,0,$169.5,,,-4,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2616,09/02/2022,,,P,ZZZ306,1,Spray Bottle,$2.96,0%,$2.95,,,Purchase; Bunnings Warehouse,,GST,$.3,$0.00,GST,$0.00,B,,,5,1,30,0,$169.5,,,-8,1,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS Components Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2619,09/02/2022,187337283,,P,ZZZ2006,500,3M Lapping Film (pack 10),$3.02454,0%,"$1,512.27",,,Purchase; RS Components Pty Ltd,,GST,$151.23,$.13,GST,$.01,B,,,5,1,30,0,"$1,663.64",,,307,500,Location1,*None,3881
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2623,15/02/2022,,,P,ZZZ302,10,Clipboard A4 (Wet),$4.091,0%,$40.91,,,Purchase; Office Works,,GST,$4.09,$0.00,GST,$0.00,B,,,5,1,30,0,$45,,,-7,10,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebay,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2629,16/02/2022,,,P,ZZZ241,5,Tortus 3 Charge Unit,$149.572,0%,$747.86,,,Purchase; ebay,,N-T,$0.00,$0.00,GST,$0.00,B,,,5,1,30,0,$747.86,,,-3,5,Location1,*None,3510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2655,17/02/2022,3229,,A,ZZZ0001,1,WanmaLab Pendulum,"$6,011.78",0%,"$6,011.78",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$9.01,N-T,$0.00,B,,,5,1,30,0,"$6,691.41",,,49,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2655,17/02/2022,3229,,A,ZZZ191,1,Sample Holder in Aluminium,$572.552941,15%,$486.67,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$9.01,N-T,$0.00,B,,,5,1,30,0,"$6,691.41",,,0,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2655,17/02/2022,3229,,A,ZZZ188,1,Wessex Pendulum Pointer (ES),$104.2,15%,$88.57,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$9.01,N-T,$0.00,B,,,5,1,30,0,"$6,691.41",,,2,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2655,17/02/2022,3229,,A,ZZZ189,1,Wessex Pendulum Point Ring (ES,$112.211765,15%,$95.38,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$9.01,N-T,$0.00,B,,,5,1,30,0,"$6,691.41",,,6,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2649,04/03/2022,,,P,ZZZ2001,40,4S (96) Rubber Slider,$66.74,0%,"$2,669.6",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$58.28,N-T,$0.00,B,,,5,1,30,0,"$2,727.88",,,532,40,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2731,04/03/2022,,,P,GA022,3,Wet Floor Sign,$8.59,0%,$25.77,,,Purchase; Bunnings Warehouse,,GST,$2.58,$0.00,GST,$0.00,B,,,5,1,30,0,$28.35,,,5,3,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2675,15/03/2022,,,P,WC014,60,Microfibre Clean Cloth- Multic,$.4545,0%,$27.27,,,Purchase; Bunnings Warehouse,,GST,$2.73,$0.00,GST,$0.00,B,,,5,1,30,0,$66,,,400,60,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2675,15/03/2022,,,P,WC015,20,Microfibre Cleaning Cloth-Blue,$.4545,0%,$9.09,,,Purchase; Bunnings Warehouse,,GST,$.91,$0.00,GST,$0.00,B,,,5,1,30,0,$66,,,0,20,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2675,15/03/2022,,,P,GA026,8,Spray Bottle,$2.955,0%,$23.64,,,Purchase; Bunnings Warehouse,,GST,$2.36,$0.00,GST,$0.00,B,,,5,1,30,0,$66,,,6,8,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2692,30/03/2022,PF/ID/18173,,P,TC001,25,Slider 96 (4S) Rubber Sliders,$63.11,0%,"$1,577.75",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$55.56,N-T,$0.00,B,,,5,1,30,0,"$1,948.86",,,989,25,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2692,30/03/2022,PF/ID/18173,,P,TC002,5,Slider 55 (TRL) Rubber Slider,$63.11,0%,$315.55,,,Purchase; Smithers MSE Limited,,N-T,$0.00,$55.56,N-T,$0.00,B,,,5,1,30,0,"$1,948.86",,,397,5,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tork Signs,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2698,30/03/2022,INV-11137,,P,P011,250,Sticker-GPC Sample,$2.05,0%,$512.5,,,Purchase; Tork Signs,,GST,$51.25,$0.00,GST,$0.00,B,,,5,1,30,0,$563.75,,,153,250,Location1,*None,2810
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woolworths,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2745,14/04/2022,878,,P,WC023,4,Ajax Spray & Wipe,$3.1825,0%,$12.73,,,Purchase; Woolworths,,GST,$1.27,$0.00,GST,$0.00,B,,,5,1,30,0,$20,,,1,4,Location1,*None,4377
Woolworths,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2745,14/04/2022,878,,P,WC025,3,Demineralised Water -5L,$1.816667,0%,$5.45,,,Purchase; Woolworths,,GST,$.55,$0.00,GST,$0.00,B,,,5,1,30,0,$20,,,8,3,Location1,*None,4377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2752,27/04/2022,3345,,A,WL001,1,WammaLab Pendulum,"$5,567.34",0%,"$5,567.34",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$8.92,N-T,$0.00,B,,,5,1,30,0,"$6,657.66",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2752,27/04/2022,3345,,A,WL049,2,Pendulum Sample Holder,$530.217647,15%,$901.37,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$8.92,N-T,$0.00,B,,,5,1,30,0,"$6,657.66",,,6,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2752,27/04/2022,3345,,A,WL010,6,Levelling Feet Assembly,$25.5,15%,$130.05,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$8.92,N-T,$0.00,B,,,5,1,30,0,"$6,657.66",,,34,6,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2752,27/04/2022,3345,,A,WL008,12,Levelling Feet Screw Knob,$4.9,15%,$49.98,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$8.92,N-T,$0.00,B,,,5,1,30,0,"$6,657.66",,,20,12,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QM Systems Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2764,01/05/2022,10290,,P,WSX001,1,Wessex Tortus,"$7,416",0%,"$7,416",,,Purchase; Wessex Precision Instruments Limited. Invoice dated in March but recorded on 01-05-2022,,N-T,$0.00,$548.57,N-T,$0.00,B,,,5,1,30,0,"$7,964.57",,,2,1,Location1,Wessex,2088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2783,23/05/2022,3379,,A,WL001,1,WammaLab Pendulum,"$5,697.67",0%,"$5,697.67",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$9,N-T,$0.00,B,,,5,1,30,0,"$6,167.91",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2783,23/05/2022,3379,,A,WL049,1,Pendulum Sample Holder,$542.635294,15%,$461.24,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$9,N-T,$0.00,B,,,5,1,30,0,"$6,167.91",,,6,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2843,28/05/2022,,,P,WC014,60,Microfibre Clean Cloth- Multic,$.4545,0%,$27.27,,,Purchase; Bunnings Warehouse,,GST,$2.73,$0.00,GST,$0.00,B,,,5,1,30,0,$30,,,400,60,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2806,01/06/2022,,,P,WC014,15,Microfibre Clean Cloth- Multic,$.454667,0%,$6.82,,,Purchase; Bunnings Warehouse,,GST,$.68,$0.00,GST,$0.00,B,,,5,1,30,0,$10,,,400,15,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2806,01/06/2022,,,P,WC015,5,Microfibre Cleaning Cloth-Blue,$.454,0%,$2.27,,,Purchase; Bunnings Warehouse,,GST,$.23,$0.00,GST,$0.00,B,,,5,1,30,0,$10,,,0,5,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2807,01/06/2022,,,P,GA026,6,Spray Bottle,$2.955,0%,$17.73,,,Purchase; Bunnings Warehouse,,GST,$1.77,$0.00,GST,$0.00,B,,,5,1,30,0,$19.5,,,6,6,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2808,01/06/2022,172782,,P,WC010,20,Pack-S Padded Satchel125x160mm,$1.136471,15%,$19.32,,,Purchase; Australia Post,,GST,$1.93,$0.00,GST,$0.00,B,,,5,1,30,0,$39.1,,,21,20,Location1,*None,3854
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2808,01/06/2022,172782,,P,WC011,20,Pack-M Padded Satchel151x229mm,$1.000123,18.86%,$16.23,,,Purchase; Australia Post,,GST,$1.62,$0.00,GST,$0.00,B,,,5,1,30,0,$39.1,,,20,20,Location1,*None,3854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2817,03/06/2022,,,P,GA004,1,Doorstop,$1.51,0%,$1.51,,,Purchase; Bunnings Warehouse,,GST,$.15,$0.00,GST,$0.00,B,,,5,1,30,0,$61.48,,,5,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2817,03/06/2022,,,P,WC001,6,Superglue- Powerflex Gel Contr,$9.063333,0%,$54.38,,,Purchase; Bunnings Warehouse,,GST,$5.44,$0.00,GST,$0.00,B,,,5,1,30,0,$61.48,,,11,6,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,2829,13/06/2022,,,P,GA003,15,Dry Testing Microfibre Cloth,$2.724,0%,$40.86,,,Purchase; Bunnings Warehouse,,GST,$4.09,$0.00,GST,$0.00,B,,,5,1,30,0,$44.95,,,13,15,Location1,*None,3501
