Job Number,Job Name,Sub-job of,Header,Description,Contact,Percent Complete,Start Date,Finish Date,Manager,Linked Customer,Inactive Job,Track Reimburseables
720-02,Ibis Budget Newcastle,720,D,,,0%,,,,Ibis Budget Newcastle,N,N
1240,Dexus BNE,,H,,,0%,,,,,N,N
735-09,26 Narellan Street,735,D,,,0%,,,,Precinct B - ATO Office,N,N
720-14,Ibis Budget Casula,720,D,Prev #577-1,,0%,,,,Ibis Budget Casula,N,N
720-12,Ibis Budget Campbelltown,720,D,Prev #577-2,,0%,,,,Ibis Budget Campbelltown,N,N
720-03,Ibis Budget Canberra,720,D,,,0%,,,,Ibis Budget Canberra,N,N
1240-02,131 Mica Street,1240,D,,,0%,,,,The Trustee for Dexus Industrial Trust and The ,N,N
1240-03,1439 Lytton Rd,1240,D,,,0%,,,,Dexus Wholesale Industrial Trust,N,N
1240-04,42 Manton St,1240,D,,,0%,,,,The Trustee of DEXUS Wholesale Industrial Trust,N,N
1240-05,Drive Industrial Estate,1240,D,,,0%,,,,The Trustee of DEXUS Wholesale Industrial Trust,N,N
1418-02,Cairns International Airp,1418,D,,,0%,,,,Cairns Airport Pty Ltd,N,N
914-08,Wharflands Plaza,914,D,,,0%,,,,Millennium Hi-Tech Pty Ltd (SA),N,N
1325-05,Parkside Plaza Mackay,1325,D,Prev Parkside Shopping Centre,,0%,,,,Central Sawmilling Nos 1-10 Pty Ltd,N,N
902-09,57 Greenhill Rd,902,D,,,0%,,,,57 Greenhill Road Pty Ltd,N,N
1435-09,63 George St,1435,D,,,0%,,,,QIC Private Capital Pty Ltd &,N,N
1435-12,111 George St,1435,D,,,0%,,,,QIC Private Capital Pty Ltd &,N,N
1435-13,33 Charlotte St,1435,D,,,0%,,,,QIC Private Capital Pty Ltd &,N,N
1435-14,30-54 Mary St,1435,D,,,0%,,,,QIC Private Capital Pty Ltd &,N,N
1435-15,62 Mary St,1435,D,,,0%,,,,QIC Private Capital Pty Ltd &,N,N
272-33,150 Lonsdale St,272,D,,,0%,,,,Consolidated Property Services (Australia) Pty Ltd,N,N
1501,Accor Hotels,,H,,,0%,,,,,N,N
206,Accor Hotels,,H,,,0%,,,,,N,N
102,Accor Hotels,,H,,,0%,,,,,N,N
4006,Specials - CQLD,,D,,,0%,,,,,N,N
920,Assetlink SA,,H,,,0%,,,,,N,N
613,Vicinity NSW,,H,,,0%,,,,,N,N
703,BIC Consolidated,,H,,,0%,,,,,N,N
4100,ISTS Ltd (NZ),,D,,,0%,,,,Independent Slip Testing Services Limited,N,N
726,Cromwell ACT,,H,,,0%,,,,,N,N
922,Vicinity SA,,H,,,0%,,,,,N,N
1280,84 Brisbane Rd,,D,,,0%,,,,The Body Corporate for 84 Brisbane Road CTS 41362,N,N
1501-12,Ibis Budget Bris Airport,1501,D,,,0%,,,,Ibis Budget Brisbane Airport,N,N
1590-10,Yeppoon Central,1590,D,,,0%,,,,Landel Pty Ltd ATF Lancini Family Discretionary,N,N
1461,Tattersalls Club Arcade,,D,,,0%,,,,Tattersall's Club,N,N
1344-09,Orion Springfield Stage 2,1344,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
1437-43,1 Gardener Close Milton,1437,D,,,0%,,,,Milton Gardner Pty Ltd,N,N
625-08,9 Castlereagh Street,625,D,,,0%,,,,The Trustee for Charter Hall Prime Office Fund,N,N
656,Knight Frank Sydney,,H,,,0%,,,,,N,N
1437-74,Pimpama Junction,1437,D,,,0%,,,,Gathergood Brothers Pty Ltd ATF Pimpama,N,N
5,Posted report charge,,D,,,0%,,,,,N,N
1346-01,3 Kersley Road,1346,D,,,0%,,,,Kersley Street Pty Ltd,N,N
206-05,Pullman Melbourne on the,206,D,,,0%,,,,Pullman Melbourne on The Park,N,N
272-39,717 Bourke Street,272,D,,,0%,,,,BIC Consolidated,N,N
1468,Shantara Resort,,D,,,0%,,,,Shantara Resort Port Douglas,N,N
273-04,Central Square Ballarat,273,D,,,0%,,,,Majestic Properties Pty Ltd,N,N
1469,Angaet Management,,H,,,0%,,,,,N,N
1469-02,Logan City Centre,1469,D,,,0%,,,,Angaet Property Management (Queensland) Trust,N,N
1437-45,10 Finchley Street,1437,D,,,0%,,,,Barry Properties Pty Ltd ATF Barry Family,N,N
272-42,The Glen SC,272,D,,,0%,,,,BIC Consolidated,N,N
918-02,50 Flinders Street,918,D,,,0%,,,,BIC Consolidated,N,N
9005,Equipment Sale- AU,,D,,,0%,,,,Independent Slip Testing Services,N,N
9006,Equipment Sale- NZ,,D,,,0%,,,,Independent Slip Testing Services Limited,N,N
9007,Equipment Sale- SG,,D,,,0%,,,,Independent Slip Testing Services Pte Lt,N,N
1700,Compass Group,,H,,,0%,,,,,N,N
1700-02,Qantas Club Townsville,1700,D,,,0%,,,,Compass A/P Processing,N,N
8007,Product Class.- SG,,D,,,0%,,,,Independent Slip Testing Services,N,N
9009,Equipment Sale- Other,,D,,,0%,,,,,N,N
9008,Equipment Sale- Other,,D,,,0%,,,,,N,N
705,Collies Intern. (ACT),,H,,,0%,,,,,N,N
272-02,530 Collins Street,272,D,Program # changed from 275-01 to 272-02,,0%,,,,BIC Consolidated,N,N
1325-27,Burdekin Plaza,1325,D,,,0%,,,,Region Group Re Ltd,N,N
1247,South Bank Parklands,,D,,,0%,,,,ISS Facility Services Australia Limited,N,N
1315,Bay Village,,D,,,0%,,,,Bay Village on Hastings CTS 33127,N,N
1325-28,Marian Town Centre,1325,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
1240-13,50-70 Radius Drive,1240,D,,,0%,,,,The Trustee for Dexus Industrial Trust,N,N
1325-29,Whitsunday SC,1325,D,,,0%,,,,Region Group Re Ltd,N,N
1346,Campbell Dynamics,,H,,,0%,,,,,N,N
1412,SCA PROPERTY GROUP,,H,,,0%,,,,,N,N
1412-02,Jimboomba Junction,1412,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
1320,QLD Airport Ltd,,H,,,0%,,,,,N,N
1320-03,Mt Isa Airport,1320,D,,,0%,,,,Mount Isa Airport Pty Ltd,N,N
9010,Calibration- Pendulum,,D,,,0%,,,,,N,N
9011,Control Testing Services,,D,,,0%,,,,,N,N
1423,Top of the Mark,,H,,,0%,,,,,N,N
1526,Raine & Horne Commercial,,H,,,0%,,,,,N,N
720-30,Novotel Sydney Airport,720,D,,,0%,,,,Charter Hall FLK Funds Management,N,N
698-35,35 Clarence Street,698,D,,,0%,,,,Challenger Life Nominees Pty Ltd ACN 091 336 793,N,N
1335-01,Noosa Junction Plaza,1335,D,,,0%,,,,Ozprop NJ Pty Ltd (as Trustee),N,N
920-02,The Grove,920,D,,,0%,,,,Assetlink (SA),N,N
2000,ISTS New Zealand,,D,,,0%,,,,Independent Slip Testing Services Limited,N,N
1435-26,Marina Mirage,1435,D,,,0%,,,,Mirage Marina Pty Ltd ATF Mirage Marina Trust,N,N
1435-27,Oracle Retail,1435,D,,,0%,,,,Oracle Retail Pty Ltd,N,N
273-08,Gippsland Centre,273,D,,,0%,,,,Alceon Group Pty Ltd ATF Gippsland Retail Trust,N,N
1335,Oz Property Holdings,,H,,,0%,,,,,N,N
764-02,38 Thyme Street,764,D,,,0%,,,,NHK Group Pty Ltd ATF NHK Unit Trust,N,N
698-07,Marketplace Leichhardt,698,D,,,0%,,,,LIF Pty Limited,N,N
1352-04,Ashmore City SC,1352,D,,,0%,,,,ACSC Pty Ltd,N,N
720-08,Ibis Budget Wentworthvill,720,D,,,0%,,,,Ibis Budget Wentworthville,N,N
5001-01,Pendulum SK1983,5001,D,,,0%,,,,Bronwyn Johnson-Matukin,N,N
5002-01,Pendulum SK1101,5002,D,,,0%,,,,All Slip Solutions,N,N
272-09,55 King Street,272,D,,,0%,,,,Consolidated Property Services (Australia) Pty Ltd,N,N
5001,Bronwyn  Johnson-Matukin,,H,,,0%,,,,,N,N
5002,All Slip Solutions,,H,,,0%,,,,,N,N
4013,Items sell on the web,,D,,,0%,,,,,N,N
914-09,Rundle Place,914,D,,,0%,,,,Millennium Hi-Tech Pty Ltd (SA),N,N
917,Leedwell Asset Management,,H,,,0%,,,,,N,N
917-02,Gawler Green SC,917,D,,,0%,,,,,N,N
917-03,Gepps X Home HQ,917,D,,,0%,,,,Calardu Gepps Cross & Others,N,N
1494,QIC,,H,,,0%,,,,,N,N
1419-06,Gympie Central,1419,D,,,0%,,,,Millennium Hi Tech Group P/L,N,N
222,333 Collins Street,,D,,,0%,,,,Nationwide Cleaning Services,N,N
720-31,Mercure Penrith,720,D,,,0%,,,,Mercure Penrith,N,N
216,Moonee Ponds Central,,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
1423-03,Top of the Mark - Resi,1423,D,,,0%,,,,Top of the Mark CTS 11751,N,N
1460-08,Riverside Centre,1460,D,,,0%,,,,BIC Consolidated,N,N
906,The ARC Campbelltown,,D,,,0%,,,,The ARC Campbelltown ,N,N
902-20,Surry Downs Shopping Cent,902,D,,,0%,,,,Surrey Downs Retail Pty Ltd,N,N
909,Dimeo Cleaning Services,,H,,,0%,,,,,N,N
625-07,4 Broadcast Way,625,D,,,0%,,,,Growthpoint Properties Australia,N,N
902-04,169 Nicolson Avenue,902,D,,,0%,,,,BUSINESS CREDITS PTY LTD,N,N
1437-18,20 Innovation Parkway,1437,D,,,0%,,,,Ruthven Innopark Pty Ltd ATF The Ruthven,N,N
716-02,Woolworths Mascot,716,D,,,0%,,,,Woolworths Facilities Management,N,N
1494-05,255 Forest Lake Boulevard,1494,D,,,0%,,,,QIC Ltd ATF QIC Australia Core Plus Fund,N,N
1494-06,200 Grand Avenue,1494,D,,,0%,,,,QIC Ltd ATF QIC Australia Core Plus Fund,N,N
1290-25,1646 Anzac Avenue,1290,D,,,0%,,,,Kattag Property Pty Ltd Atf Kattag Property Trust,N,N
735-17,Medicines Australia House,735,D,,,0%,,,,Napier Consortium,N,N
724-18,Australian Tech Park,724,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
1501-13,Sofitel Gold Coast Broadb,1501,D,,,0%,,,,Sofitel Gold Coast Broadbeach,N,N
1460-11,145 Ann Street,1460,D,,,0%,,,,BIC Consolidated,N,N
1437-55,28 Aerodrome Road,1437,D,,,0%,,,,Starlight Properties Pty Ltd ATF Starlight,N,N
1437-57,Kawana House,1437,D,,,0%,,,,Kawana Holdings Pty Ltd atf The Kawana Unit Trust,N,N
1325-32,Worongary Town Centre,1325,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
1394-05,445 Flinders Street,1394,D,,,0%,,,,Corporate Cleaning Services,N,N
1394-06,44 Nelson Street,1394,D,Name changed from Verdi Building Mackay to 44 Nelson Street,,0%,,,,Corporate Cleaning Services,N,N
760,Dexus NSW,,H,,,0%,,,,,N,N
663-05,Supamart Harold Park,663,D,,,0%,,,,Karellas Group,N,N
663-06,Supamart Rose Bay,663,D,,,0%,,,,Karellas Group,N,N
1412-09,Chancellor Park Marketplace,1412,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
1412-10,Woolworths Woodford,1412,D,,,0%,,,,Region Group Re Ltd,N,N
907,Prompcorp Pty Ltd,,H,,,0%,,,,,N,N
907-01,Woolworths Blakes Crossin,907,D,,,0%,,,,Prompcorp Management Pty Ltd,N,N
907-02,Woolworths Walkerville,907,D,,,0%,,,,Prompcorp Management Pty Ltd,N,N
907-03,Mt Gambier Marketplace,907,D,,,0%,,,,Prompcorp Management Pty Ltd,N,N
907-04,Murray Bridge Marketplace,907,D,,,0%,,,,Prompcorp Management Pty Ltd,N,N
1330,QLD Government,,H,,,0%,,,,,N,N
1330-01,Parliament House,1330,D,,,0%,,,,Legislative Assembly of QLD,N,N
1246,Admiralty Quays,,D,,,0%,,,,Admiralty Quays CTS 24592,N,N
1291-01,DFO Brisbane,1291,D,,,0%,,,,Vicinity Centres PM Pty Ltd,N,N
761,BIC Consolidated,,H,,,0%,,,,,N,N
226,Vantage Property Investme,,H,,,0%,,,,,N,N
226-01,176 Wellington Parade,226,D,,,0%,,,,176 Wellington Parade Pty Ltd,N,N
226-03,11 Queens Road,226,D,,,0%,,,,11 Queens Road Pty Ltd,N,N
225-02,West Springs Retail Park,225,D,,,0%,,,,Westsprings Pty Ltd,N,N
629-01,Birkenhead Point Outlet C,629,D,,,0%,,,,Access Group Solutions,N,N
1333,Rock Property Management,,H,,,0%,,,,,N,N
1333-02,Noosa Fair SC,1333,D,,,0%,,,,Noosa Fair Holdings Pty Ltd,N,N
914-10,Armada Arndale,914,D,,,0%,,,,Millennium Hi-Tech Pty Ltd (SA),N,N
711-10,Majura Park SC,711,D,,,0%,,,,Capital Airport Group,N,N
1325-35,Ooralea SC,1325,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
1325-36,Kirkwood SC,1325,D,,,0%,,,,Knight Frank Townsville Central,N,N
1325-37,Central Highlands MP,1325,D,,,0%,,,,Knight Frank Townsville Central,N,N
1437-05,Clifton Village SC,1437,D,,,0%,,,,Indigenous Business Australia ATF IREIT Sub,N,N
1352-01,340 Hope Island Road,1352,D,,,0%,,,,Argus (HIC) Pty Ltd ATF Hope Island Fund,N,N
1437-07,Tweed Heads Homemaker Cen,1437,D,,,0%,,,,Calardu Tweed Heads Pty Ltd,N,N
1437-48,Calamvale Marketplace,1437,D,,,0%,,,,GH & LM Yuen Pty Ltd ATF The Gum Hoy,N,N
1435-19,170 Queen Street,1435,D,,,0%,,,,UT QUEEN 170 Pty Ltd,N,N
1490-02,Griffith St Plaza,1490,D,,,0%,,,,J & J Global Management Pty Ltd,N,N
1490,RM Realty,,H,,,0%,,,,,N,N
1299,Tweed Hub,,D,,,0%,,,,MPG Funds Management,N,N
811,Alice Springs Aquatic Cen,,D,,,0%,,,,Alice Springs Town Council,N,N
273-16,Thompson Parkway SC,273,D,,,0%,,,,Grand Parkway Investments Pty Ltd,N,N
258,Emmetts Real Estate,,H,,,0%,,,,,N,N
1437-08,300 Queen Street,1437,D,,,0%,,,,The Trust Company Australia Limited ATF,N,N
269-12,Collins Square,269,D,,,0%,,,,Cirka Group Pty Ltd,N,N
1352-05,Metropol 1,1352,D,,,0%,,,,Tricare (City) Pty Ltd,N,N
269-14,628 Bourke Street,269,D,,,0%,,,,Cirka Group Pty Ltd,N,N
254,Comac,,H,,,0%,,,,,N,N
254-01,The Dunes Village,254,D,,,0%,,,,The Trustee for Dunes Property Holdings Trust,N,N
694,VDG Services,,H,,,0%,,,,,N,N
694-02,270 Pitt Street,694,D,,,0%,,,,VDG Services Integrated Property Services,N,N
720-09,Ibis Sydney Barangaroo,720,D,Was Ibis Sydney King St Wharf,,0%,,,,Ibis Sydney Barangaroo,N,N
663-07,Supamart IGA Lindfield,663,D,,,0%,,,,Karellas Group,N,N
1597-05,Stocklands North Shore,1597,D,,,0%,,,,Attn: Accounts Payable,N,N
1437-23,3 Nicklin Way,1437,D,,,0%,,,,Building A CTS 28544,N,N
107,CBRE,,H,,,0%,,,,,N,N
107-02,303 Sevenoaks Street,107,D,,,0%,,,,The Trustee for Charter Hall Direct PFA Fund,N,N
107-05,St Georges Square,107,D,,,0%,,,,The Trustee for Charter Hall Prime Office Fund,N,N
1526-02,Easy T Centre,1526,D,,,0%,,,,Easy T Centre,N,N
258-03,Werribee Central SC,258,D,,,0%,,,,Martin Stuart Pty Ltd,N,N
1352-07,IGA Marketplace Greenslop,1352,D,,,0%,,,,Kaliwest Pty Ltd,N,N
1005-00,Surfers Aquarius Beach,,D,,,0%,,,,Surfers Aquarius Body Corporate CTS 11295,N,N
914-03,Ingle Farm SC,914,D,,,0%,,,,Millennium Hi-Tech Pty Ltd (SA),N,N
914-04,Hollywood Plaza SC,914,D,,,0%,,,,Millennium Hi-Tech Pty Ltd (SA),N,N
1006-00,News Queensland,,D,,,0%,,,,NEWS CORP AUST - BOWEN HILLS OFFICES,N,N
656-03,Woolworths Cabarita,656,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
656-09,Woolworths Goonellabah,656,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
656-12,Lismore Central,656,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
927,Angaet Property Managemen,,H,,,0%,,,,,N,N
927-02,Craigmore Village SC,927,D,,,0%,,,,Angaet Management (Adelaide),N,N
741,Millenium Hi Tech (ACT),,H,,,0%,,,,,N,N
741-02,1 National Circuit,741,D,,,0%,,,,Millennium Hi Tech Cleaning,N,N
741-03,3-5 National Circuit,741,D,,,0%,,,,Millennium Hi Tech Cleaning,N,N
741-04,4 National Circuit,741,D,,,0%,,,,Millennium Hi Tech Cleaning,N,N
741-05,6 National Circuit,741,D,,,0%,,,,Millennium Hi Tech Cleaning,N,N
1351-03,Post Office Plaza,1351,D,,,0%,,,,BPQ No.2 Pty Ltd,N,N
226-04,277 William Street,226,D,,,0%,,,,William La Trobe Pty Ltd ,N,N
741-06,2 National Circuit,741,D,,,0%,,,,Millennium Hi Tech Cleaning,N,N
741-07,7 London Circuit,741,D,,,0%,,,,Millennium Hi Tech Cleaning,N,N
1008-01,Bribie Harbour SV,1008,D,,,0%,,,,Central Fair Shopping Centre Pty Ltd,N,N
1008,MDT Property & Energy P/L,,H,,,0%,,,,,N,N
1008-02,Gympie South Side SC,1008,D,,,0%,,,,Central Fair Shopping Centre Pty Ltd,N,N
1325-01,North Shore Village,1325,D,,,0%,,,,Shopping Centres Australasia Property Group Re Ltd,N,N
741-09,18 Marcus Clarke St,741,D,,,0%,,,,Millennium Hi Tech Cleaning,N,N
912-01,128 Greenhill Road,,D,,,0%,,,,1278 GHR Pty Ltd,N,N
1010,Trident Services Australi,,H,,,0%,,,,,N,N
1010-02,Sunshine Plaza,1010,D,,,0%,,,,Trident Services Australia,N,N
1010-03,Caneland Central,1010,D,,,0%,,,,Trident Services Australia,N,N
1322,GAG Riley (Cairns) Busine,,H,,,0%,,,,,N,N
1322-01,Riley,1322,D,,,0%,,,,GAG Riley (Cairns) Business Company Pty LTD,N,N
200,CBRE,,H,,,0%,,,,,N,N
200-01,300 La Trobe Street,200,D,,,0%,,,,The Trustee For Charter Hall Office Trust,N,N
1011-01,Metro Middle Park,1011,D,,,0%,,,,Middle Park Holdings Pty Ltd atf Middle Park Trust,N,N
1352-13,Metro Market,1352,D,,,0%,,,,Biggera Vision,N,N
1011,Pinnacle Commercial,,H,,,0%,,,,,N,N
1011-02,Spring Lake Metro,1011,D,,,0%,,,,Spring Lake Holdings atf The Spring Lake Trust,N,N
1012-01,Bay Village,,D,,,0%,,,,Body Corporate for Bay Village on Hastings,N,N
1369-23,Primewest Yamanto,1369,D,,,0%,,,,Yamanto SV Trust,N,N
1369-24,Caloundra Marketplace,1369,D,Before Stockland South Woolworths,,0%,,,,Ruthven Bowman Road Pty Ltd,N,N
1501-02,Sofitel Noosa Pacific Res,1501,D,,,0%,,,,Sofitel Noosa Pacific Resort,N,N
1501-11,Novotel BNE South Bank,1501,D,,,0%,,,,Novotel Brisbane South Bank,N,N
760-01,25 Martin Place,760,D,Name changed from MLC Centre,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1501-14,Ibis Styles Mount Isa,1501,D,,,0%,,,,Garrett Reginal Hospitality PTY LTD,N,N
1004,Ray White Commerical,,H,,,0%,,,,,N,N
1004-02,Ashmore Plaza,1004,D,,,0%,,,,Tsuen Fung Holdings Pty Ltd,N,N
1369-25,237-239 Bradman Avenue,1369,D,,,0%,,,,Dept of Transport and Main Roads,N,N
629-03,Charlestown Square,629,D,,,0%,,,,Access Group Solutions,N,N
1501-17,Ibis Styles Brisbane,1501,D,,,0%,,,,Legend Land BNE PTY LTD,N,N
1353,P Savio & Co Pty Ltd,,H,,,0%,,,,,N,N
1353-01,243 Bradman Street,1353,D,,,0%,,,,P Savio & Co Pty Ltd,N,N
1353-02,18 Durbell Street,1353,D,,,0%,,,,Racecave Pty Ltd,N,N
1353-03,33 Iris Place,1353,D,,,0%,,,,Savio Holdings Pty Ltd,N,N
1353-04,48 Paradise Road,1353,D,,,0%,,,,Savio Holdings Pty Ltd,N,N
1353-05,39 Iris Place,1353,D,,,0%,,,,Savio Holdings Pty Ltd,N,N
1353-06,96 West Gate Street,1353,D,,,0%,,,,Savio Holdings Pty Ltd,N,N
1353-07,19 Distribution Street,1353,D,,,0%,,,,Savio Developments Pty Ltd,N,N
1353-08,20 Buttonwood Place,1353,D,,,0%,,,,Savio Developments Pty Ltd,N,N
1353-09,39 Distribution Street,1353,D,,,0%,,,,Savio Developments Pty Ltd,N,N
744-06,62 Northbourne Avenue,744,D,,,0%,,,,GPT Pty Ltd ATF GPT Industrial Subsidiary,N,N
744-07,111 Alinga Street,744,D,,,0%,,,,PS Infrastructure House Pty Ltd ATF The,N,N
1501-18,Ibis Mackay Airport,1501,D,,,0%,,,,MAPL Hotel Pty Ltd TA IBIS Mackay,N,N
1303-06,Pacific Fair,1303,D,,,0%,,,,Assetlink (QLD),N,N
1437-12,900 Ann Street,1437,D,,,0%,,,,The Trustee for CH 900 Ann St Trust,N,N
1501-19,Novotel Cairns Oasis,1501,D,,,0%,,,,The Trustee for Shakespeare Cairns Oasis Business,N,N
1017-01,Mackay Medical Centre,1017,D,,,0%,,,,Mackay Investment Trust,N,N
1462,Uni of Sunshine Coast,,H,,,0%,,,,,N,N
1462-02,161-179 Old Maryborough,1462,D,,,0%,,,,Asset Management Services,N,N
1700-01,Qantas Club Cairns,1700,D,,,0%,,,,Compass A/P Processing,N,N
1352-16,7 Toombul Road,1352,D,,,0%,,,,Warapath Pty Ltd,N,N
594-04,Primewest Edgeworth,594,D,Name changed from Edgeworth Town Square to Primewest Edgeworth,,0%,,,,Centuria Property Funds No.4 ATF Edgeworth,N,N
724-07,South Eveleigh Bulding 1,724,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
1437-24,Browns Plains Homemaker Centre,1437,D,,,0%,,,,The trustee for Calardu Browns Plains No. 1 Trust,N,N
625-06,Ballina Homemaker Centre,625,D,,,0%,,,,The Trustee for Calardu Ballina No. 1 Trust,N,N
1020-01,Monaco Caloundra,,D,,,0%,,,,Body Corporate for MONACO RESIDENTIAL APARTMENTS,N,N
1352-18,C Square Nambour,1352,D,,,0%,,,,Centenary Square Pty Ltd,N,N
508-01,Sheraton Sydney Central Park,,D,,,0%,,,,"Four Points by Sheraton Sydney, Central Park",N,N
1409-02,Dreamworld Zone 3,1409,D,,,0%,,,,Ardent Leisure Limited,N,N
600-01,Sydney Airport T3,600,D,,,0%,,,,Assetlink (NSW),N,N
600-04,Sydney Airport T3-aero,600,D,,,0%,,,,Assetlink (NSW),N,N
1312-01,Energex Building,1312,D,,,0%,,,,Energex Building,N,N
911,Cirka Pty Ltd (ADL),,H,,,0%,,,,,N,N
911-01,Westpac House,911,D,,,0%,,,,Cirka Group Pty Ltd,N,N
272-03,360 Collins Street,272,D,Program # changed from 275-02 to 272-03,,0%,,,,BIC Consolidated,N,N
594-13,Gateway 241,594,D,,,0%,,,,APACIG 241 Property Trust,N,N
1240-15,10 Buchanan Road,1240,D,,,0%,,,,The Trustee of DEXUS Wholesale Industrial Trust,N,N
1240-16,1035-1051 Nudgee Road,1240,D,,,0%,,,,The Trustee of DEXUS Wholesale Industrial Trust,N,N
656-01,72 Christie Street,656,D,,,0%,,,,Success Ventures (CS) Pty Ltd,N,N
1022-01,Hypercentre Mount Gravatt,1022,D,,,0%,,,,The Body Corporate for the Hyper Centre CTS 38974,N,N
1026-01,Brisbane Entertainment Centre,,D,,,0%,,,,Brisbane Entertainment Centre,N,N
1352-25,3358 Mount Lindesay Highway,1352,D,,,0%,,,,Almavale Village Fair P/Ltd ATF Almavale Village,N,N
1352-26,Calliope Central,1352,D,,,0%,,,,Kerching Capital 2 Pty Ltd,N,N
1352-27,Peregian Village Market,1352,D,,,0%,,,,Thomco (No. 2087) Pty Ltd ,N,N
107-06,Raine Square Shopping Centre,107,D,,,0%,,,,The Trustee for Raine Square Trust,N,N
911-03,30 Currie Street,911,D,,,0%,,,,Cirka Group Pty Ltd,N,N
1437-30,Emerald Lakes Commercial,1437,D,,,0%,,,,Acure Funds Management Ltd AFT the,N,N
918-01,10 Franklin Street,918,D,,,0%,,,,Consolidated Property Services (Australia) Pty Ltd,N,N
594-28,299 Lane Cove Road,594,D,,,0%,,,,Macquarie University,N,N
512,V By Crown Group,,H,,,0%,,,,,N,N
512-01,45 Macquarie Street,512,D,,,0%,,,,DP1224002,N,N
819,Access Group Solutions,,H,,,0%,,,,,N,N
819-01,Casuarina Square,819,D,,,0%,,,,Access Group Solutions,N,N
1322-02,Crystalbrook Bailey,1322,D,,,0%,,,,GAG Bailey (Cairns) Business Company Pty Ltd,N,N
1460-01,123 Albert Street,1460,D,,,0%,,,,BIC Consolidated,N,N
1460-02,1 Eagle Street - Waterfront Pl,1460,D,,,0%,,,,BIC Consolidated,N,N
1374-04,30 Little Cribb Street,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1374-07,19-23 Cribb Street,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1374-08,18 Little Cribb Street,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1374-09,135 Coronation Drive,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1374-10,139 Coronation Drive,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1374-11,143 Coronation Drive,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1374-12,147 Coronation Drive,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
726-05,Enid Lyons Building,726,D,,,0%,,,,Tuggeranong Trust,N,N
1419-01,Westfield Carindale,1419,D,,,0%,,,,Millennium Hi Tech Group P/L,N,N
1369-31,Chermside Marketplace,1369,D,,,0%,,,,Fabcot Pty Limited,N,N
1369-32,Northside Plaza,1369,D,,,0%,,,,Fabcot Pty Limited,N,N
513,Excel Building Management,,H,,,0%,,,,,N,N
513-01,Park House,513,D,,,0%,,,,Owners Corp. SP 17747,N,N
1419-12,Taigum Square,1419,D,,,0%,,,,Millennium Hi Tech Group P/L,N,N
917-06,162 Greenhill Road,917,D,,,0%,,,,The Pinus Trust and the Spruce Trust,N,N
1435-10,34 Corporate Drive,1435,D,,,0%,,,,Elanor Investment Nominee Pty Ltd ATF,N,N
515-01,Newcastle Airport,,D,,,0%,,,,Newcastle Airport,N,N
1352-09,2058 Moggill Road,1352,D,,,0%,,,,Audad Pty Ltd,N,N
1312-04,400 George Street,1312,D,,,0%,,,,The Trustee for Cromwell George Street Trust,N,N
1030-01,Peppers Beach Club & Spa,,D,,,0%,,,,The Beach Club Palm Cove Apartment Scheme -,N,N
1017,Explore Property Commercial,,H,,,0%,,,,,N,N
1017-03,15 Medical Place,1017,D,,,0%,,,,Hervey Bay Investment Trust,N,N
1352-35,Village Fair,1352,D,,,0%,,,,Almavale Village Fair P/Ltd ATF Almavale Village,N,N
911-04,Myer Centre,911,D,,,0%,,,,Cirka Group Pty Ltd,N,N
911-05,420 King William Street,911,D,,,0%,,,,Cirka Group Pty Ltd,N,N
1352-36,12 North Lakes Drive,1352,D,,,0%,,,,The State of QLD,N,N
1010-06,Noosa Civic Shopping Centre,1010,D,,,0%,,,,Trident Services Australia,N,N
501,Bluemarq Commercial,,H,,,0%,,,,,N,N
501-01,Turramurra Arcade,501,D,,,0%,,,,Coles Group Property Developments Ltd,N,N
204,Frasers Property Australia,,H,,,0%,,,,,N,N
204-01,Burwood Brickworks,204,D,,,0%,,,,FPR (Burwood) Trust,N,N
500,Fraser Property Australia,,H,,,0%,,,,,N,N
500-01,Eastern Creek Quarter,500,D,,,0%,,,,FPR (Eastern Creek No. 1) Trust,N,N
